Price,Close,High,Low,Open,Volume
Ticker,XLC,XLC,XLC,XLC,XLC
Date,,,,,
2018-06-19,47.037532806396484,47.1316853489747,46.67976391925606,46.79274337879765,16600
2018-06-20,47.62126922607422,47.912192151231224,47.498872712822376,47.498872712822376,190000
2018-06-21,47.32939910888672,47.875469475876415,47.263494126518175,47.80015103526329,428700
2018-06-22,47.536529541015625,47.64950899399242,47.25407552124557,47.63067848657094,181500
2018-06-25,46.557369232177734,47.29174113527361,46.14781373692297,47.29174113527361,2509600
2018-06-26,46.63457107543945,46.86806147790767,46.46321452666831,46.81157354432689,104000
2018-06-27,46.227840423583984,47.07519537699077,46.227840423583984,46.90572438630941,144900
2018-06-28,46.68918991088867,46.87749145504012,46.105458356417095,46.22785130729529,336500
2018-06-29,46.6326904296875,46.92455795300148,46.529124418461485,46.886896932273366,152300
2018-07-02,46.924560546875,46.924560546875,46.07720549141576,46.23726304258154,321300
2018-07-03,46.35024642944336,47.075205017702345,46.31164441653974,47.075205017702345,97500
2018-07-05,47.056358337402344,47.07518884392614,46.444383037362435,46.689172439068024,324900
2018-07-06,47.80015563964844,47.84346617147062,47.00929218349321,47.207007149643886,199800
2018-07-09,48.07318878173828,48.204998748578944,47.68717233961112,48.204998748578944,118100
2018-07-10,48.05341339111328,48.21440829832329,47.89429686556728,48.21440829832329,1153200
2018-07-11,47.988460540771484,48.23325000309732,47.687179544884565,47.73425402707575,227500
2018-07-12,48.74165344238281,48.74165344238281,48.148505027105976,48.299145495416525,361400
2018-07-13,48.66633987426758,48.769905887654545,48.43943994148442,48.75107537689758,80100
2018-07-16,48.525115966796875,48.75107491061388,48.44038046497733,48.75107491061388,200700
2018-07-17,48.53453063964844,48.65692716568155,47.753084184712584,47.83781968865047,172600
2018-07-18,48.3932991027832,48.58159699867053,48.23324158141641,48.572183540497015,147800
2018-07-19,48.05436706542969,48.459214089969564,48.02235555454695,48.42155306639541,258400
2018-07-20,47.89431381225586,48.191830897036674,47.86606983781519,48.06378484200631,158400
2018-07-23,48.0920295715332,48.110856492347764,47.687182534513134,47.950802524553,94800
2018-07-24,48.43095779418945,49.0617672548835,48.167337859808065,49.0617672548835,211200
2018-07-25,48.77931594848633,48.84051240601218,48.374469004109905,48.51569242722008,604300
2018-07-26,46.93961715698242,47.094025174642304,46.67034770433973,46.83981869246076,833400
2018-07-27,46.0489616394043,46.91514720851291,45.792873148428306,46.85865567415164,1111200
2018-07-30,45.323997497558594,46.15252194115633,45.06885002501949,46.15252194115633,251300
2018-07-31,45.625282287597656,45.917149816139926,45.32400129948105,45.54054678521782,1211400
2018-08-01,45.436981201171875,45.925622722561336,45.304230229759284,45.71943527280685,1250400
2018-08-02,45.73825454711914,45.813572980579586,45.09803170072216,45.27691612279855,190700
2018-08-03,46.0489616394043,46.06779215085805,45.27692862756445,45.27692862756445,117200
2018-08-06,46.51029586791992,46.51970932699539,45.9642218611781,46.048957359067266,110200
2018-08-07,46.56678771972656,46.8859582416559,46.529126697154055,46.77391975232256,128800
2018-08-08,46.52912521362305,46.69859621824314,46.470755299515346,46.65152173730482,114200
2018-08-09,46.7833251953125,46.96691815945166,46.5667797399574,46.5667797399574,306400
2018-08-10,46.38788604736328,46.632675420201366,46.27490661309582,46.632675420201366,177600
2018-08-13,46.321990966796875,46.70800740853884,46.29374340853619,46.44438747512059,261000
2018-08-14,46.65152359008789,46.72684563582279,46.23726311320442,46.54795757297882,189800
2018-08-15,46.00187683105469,46.41613721539475,45.65352142623345,46.359649285265476,555100
2018-08-16,45.98305130004883,46.354945777037834,45.9077292629892,46.31257623330369,177600
2018-08-17,45.766502380371094,45.9548038672712,45.56878743532444,45.81357685420809,226900
2018-08-20,45.841827392578125,45.99246788538523,45.54148739375826,45.99246788538523,145800
2018-08-21,46.12428283691406,46.3502417870977,45.954811828499956,46.0866218146992,384900
2018-08-22,46.067779541015625,46.16192848096078,45.89830857587287,45.992457515818025,501900
2018-08-23,45.879493713378906,46.29375421856306,45.87008025279536,46.02072076300352,283700
2018-08-24,46.54795455932617,46.54795455932617,46.02071463952825,46.096033088833984,330900
2018-08-27,46.9998779296875,47.09308949775045,46.75602945692391,46.83982397372261,299200
2018-08-28,46.79273986816406,47.13168181291193,46.72777587570233,47.13168181291193,150200
2018-08-29,47.056358337402344,47.09401935044994,46.76449087361132,46.915134925801695,270900
2018-08-30,46.76449966430664,47.108150187748855,46.58561520603206,46.89631323475126,344400
2018-08-31,46.30315399169922,46.71741434229337,46.17322601650269,46.71741434229337,235000
2018-09-04,45.728843688964844,46.18076512556388,45.56878975147349,46.18076512556388,343700
2018-09-05,45.135704040527344,45.681778127706465,44.966233019785754,45.681778127706465,773600
2018-09-06,44.79676818847656,45.17336768520104,44.41074804763764,45.10746268348543,599600
2018-09-07,44.890907287597656,45.14511377752006,44.46722980439365,44.51430428218244,755700
2018-09-10,44.98503875732422,45.17334018683837,44.776965839330884,45.17334018683837,310900
2018-09-11,45.436981201171875,45.53113375556777,44.87208024100736,44.9285717736449,615700
2018-09-12,45.30516815185547,45.42756466851414,45.05096165951168,45.31458520243439,713300
2018-09-13,45.625282287597656,45.681773819701775,45.38990629115951,45.48405884466638,754500
2018-09-14,45.540550231933594,45.794756758312616,45.427570750727234,45.794756758312616,1190800
2018-09-17,45.09804153442383,45.587620437549745,45.060380513705645,45.587620437549745,810800
2018-09-18,45.41815185546875,45.57820580206213,45.09804037072947,45.145114849636194,430100
2018-09-19,45.540550231933594,45.5876247164735,45.18278127618796,45.46523177498034,2385200
2018-09-20,46.03955078125,46.08662526676826,45.68177822651579,45.91715424566011,4554200
2018-09-21,45.833736419677734,46.29632361079973,45.71100861774356,46.27744213348112,7974600
2018-09-24,45.833736419677734,45.89981978965608,45.323947335896,45.51275850780852,6769400
2018-09-25,45.852622985839844,45.92814890349634,45.55052651776179,45.824302567355645,3994500
2018-09-26,46.031982421875,46.494569571717285,45.88093421807873,45.92813970779957,5688600
2018-09-27,46.428497314453125,46.75891421390328,46.15472125418065,46.31521203482366,3649400
2018-09-28,46.2585563659668,46.37184161809837,46.06785814439057,46.32463972981632,2306600
2018-10-01,46.069759368896484,46.46626327511331,45.85262773505546,46.419057771051676,7636900
2018-10-02,46.031982421875,46.22362777898399,45.86205634371828,46.04142496032847,5823500
2018-10-03,46.23968505859375,46.4379351937379,46.11695724105374,46.28688695725559,5146200
2018-10-04,45.5788459777832,46.19248144137942,45.19178466111796,46.19248144137942,5292200
2018-10-05,45.144588470458984,45.81486485455503,44.82361048914514,45.64493512319626,2648400
2018-10-08,44.9935302734375,45.15402102925067,44.37989486793926,44.93688584174929,2170000
2018-10-09,44.965213775634766,45.42779740359842,44.90856933901164,44.993534193309394,1991400
2018-10-10,43.19038772583008,44.880242011539735,43.15262477389534,44.870799472919394,4050700
2018-10-11,42.822208404541016,43.68129576321907,42.41626567009468,43.10542334452667,8840700
2018-10-12,43.775699615478516,43.89842741014298,43.039340050038426,43.84178298154245,5877600
2018-10-15,43.60577392578125,44.068361131880906,43.42640528735721,43.6246554037112,1576900
2018-10-16,44.75752639770508,44.84721253263693,44.00228515986238,44.07780748300951,3707300
2018-10-17,44.9368896484375,45.06906000023974,44.47430602158817,45.06906000023974,4571000
2018-10-18,44.115562438964844,44.83304418565988,43.782311380419856,44.83304418565988,21297200
2018-10-19,44.106136322021484,44.75753128555903,43.936206574790006,44.37046988381504,3544400
2018-10-22,44.077796936035156,44.48373967948019,43.907867248022185,44.36101548357238,2711700
2018-10-23,43.983402252197266,44.1722134558526,43.08466466812302,43.454731602217166,2779600
2018-10-24,41.887603759765625,43.97396228978218,41.84040186026822,43.97396228978218,3552300
2018-10-25,43.275352478027344,43.56800995300957,42.642835638878225,42.642835638878225,3391700
2018-10-26,42.1047248840332,43.04877704377631,41.57605797939191,41.94423774548801,5229100
2018-10-29,41.45334243774414,43.04878976262984,40.660338245214284,42.76557475128509,3491000
2018-10-30,42.5861930847168,42.64283390893126,41.22203801536351,41.387246421444274,6283600
2018-10-31,43.46417236328125,43.945637491676315,43.22815926869515,43.416970464618835,3577200
2018-11-01,43.71906280517578,43.81346659357738,43.18095328848457,43.605773937565445,2550000
2018-11-02,43.275352478027344,44.13255275856133,42.99213754164603,43.85122488939088,2628600
2018-11-05,43.09598922729492,43.36032272067702,42.78445023757423,43.36032272067702,2439500
2018-11-06,43.35088348388672,43.59633911896362,43.02046659198399,43.143194409522444,2040300
2018-11-07,44.143890380859375,44.17221440284312,43.586899298835824,43.79459198743675,2705800
2018-11-08,43.728511810302734,44.17221764073844,43.47361720141039,44.17221764073844,1295700
2018-11-09,42.83164978027344,43.34143886203248,42.491790392434076,43.18095170737142,2234500
2018-11-12,42.189697265625,42.83165313712849,42.01032861966255,42.78445124095667,1203700
2018-11-13,42.05754089355469,42.7561413736087,41.97257601897075,42.37851890850793,2186100
2018-11-14,42.26522445678711,42.62396536081862,41.92536503204926,42.510676485056706,2137500
2018-11-15,42.57676696777344,42.652292897552904,41.666703282342844,42.06698134686021,3864100
2018-11-16,42.36906051635742,42.529547649519074,41.96311781318337,42.33129756692889,2092100
2018-11-19,41.08515930175781,42.25578221607174,40.962431486115975,42.22746179756746,2358000
2018-11-20,40.54703903198242,40.990741076865596,40.008929614899515,40.348788952272514,5028200
2018-11-21,41.02851104736328,41.406133398242446,40.896344304937664,40.96242767615047,3187400
2018-11-23,40.49039840698242,40.90578368108163,40.49039840698242,40.77361334760338,667100
2018-11-26,41.41558074951172,41.42502329090233,40.858589649519494,40.96243599717007,2563700
2018-11-27,41.54774475097656,41.67991511271975,41.0946000288223,41.273972290550994,2114400
2018-11-28,42.41627502441406,42.41627502441406,41.28341141336078,41.764880158663644,2707400
2018-11-29,42.5578727722168,42.77028306606448,42.043362476334586,42.18968940759529,2247700
2018-11-30,42.49179458618164,42.63340387884875,42.14249622588304,42.63340387884875,5563500
2018-12-03,42.5578727722168,43.40751754888069,42.387943096629385,43.40751754888069,5790400
2018-12-04,41.30228805541992,42.72780544145798,41.20788426608845,42.48235342843192,3268000
2018-12-06,41.76487731933594,41.76487731933594,40.56593040926344,40.688654621172645,3560400
2018-12-07,40.97187423706055,41.96312850381908,40.79250198221421,41.623269074924956,2625800
2018-12-10,41.28340530395508,41.48165541620058,40.506452130180435,41.085155191709575,3379500
2018-12-11,41.321163177490234,41.878154091926106,41.09458907616328,41.783746715842724,4425900
2018-12-12,41.76487731933594,42.32186834682987,41.70823288218822,41.70823288218822,3352600
2018-12-13,41.57606506347656,42.048091223775955,41.31172796484271,41.897042996531106,1984100
2018-12-14,41.17011260986328,41.6704590698806,41.08514777691006,41.15123113573224,1910800
2018-12-17,40.36766815185547,41.38724619747614,40.06557175343597,41.019066436981944,3275000
2018-12-18,40.54703903198242,40.990741076865596,40.31102600339262,40.584801980862316,3597400
2018-12-19,39.67851257324219,41.13235381674123,39.4519420633277,40.49039803652798,5714100
2018-12-20,38.979915618896484,39.84844190128612,38.48617384801022,39.44249917325996,9067000
2018-12-21,37.7050895690918,39.40991574634481,37.411479191215214,39.07841945912947,7987400
2018-12-24,36.909507751464844,38.03658658546328,36.909507751464844,37.439896090758424,3888500
2018-12-26,38.98371124267578,39.00265419877565,36.9767514709371,37.1936434407314,4104000
2018-12-27,39.163665771484375,39.163665771484375,37.64826534131071,38.44385147040179,3768600
2018-12-28,39.04054641723633,39.62776369918844,38.79429156115962,39.31521029255262,2631900
2018-12-31,39.09736633300781,39.47621823837398,38.60486030123161,39.34362115539568,5303600
2019-01-02,39.6182861328125,39.81244510276688,38.3775496525456,38.45331786108899,4625800
2019-01-03,38.95530700683594,39.6656517551072,38.88900845270397,39.36257161821815,3433700
2019-01-04,40.6317138671875,40.735894710272945,39.46674550641815,39.59934620425338,2647900
2019-01-07,41.09580993652344,41.266292961046936,40.546478556503374,40.67907566157718,4048400
2019-01-08,41.78719711303711,41.844025972363134,41.190510348608754,41.49359037234982,2144800
2019-01-09,41.844024658203125,41.94820909052937,41.47464611668189,41.91979285525937,1840800
2019-01-10,41.92927551269531,41.98610438294254,41.35152797734697,41.66408134420738,1340500
2019-01-11,41.72090530395508,41.78720384401521,41.351526691334506,41.66408004847466,1227900
2019-01-14,41.56936264038086,41.73226916266082,41.247339632013166,41.44623523962283,2344900
2019-01-15,42.260765075683594,42.35547985237453,41.70196053870462,41.777732360057364,2459700
2019-01-16,42.080814361572266,42.41230706279126,42.02398549293495,42.30812261012258,20343800
2019-01-17,42.25128936767578,42.36494347046678,41.85349458840912,41.98609525683053,3311000
2019-01-18,42.59226989746094,42.88114370142415,42.3933706331092,42.56385365226782,3375800
2019-01-22,41.71144485473633,42.35549105457515,41.44624702286136,42.29866217353046,4343200
2019-01-23,41.522003173828125,42.02397878786769,41.14315133602539,41.94821058810648,2540500
2019-01-24,41.71144485473633,41.75880044910678,41.285237279401784,41.50307590390605,2878700
2019-01-25,42.241817474365234,42.37441814714842,42.005035978179336,42.080807791198296,3341100
2019-01-28,41.872440338134766,41.929269199825846,41.50400837538532,41.84402771378874,4328200
2019-01-29,41.37994384765625,41.85350696448317,41.24734675302469,41.84403729186656,1138100
2019-01-30,41.97662353515625,42.05618177136865,41.20945018353803,41.6261879309351,2578000
2019-01-31,43.690921783447266,43.87087441614388,43.00898993238841,43.09423141377077,4798700
2019-02-01,43.53938293457031,43.908761492744134,43.48255407446706,43.59620818167464,4395100
2019-02-04,43.94664001464844,43.94664001464844,43.43519119866025,43.57725790554698,3703100
2019-02-05,44.429683685302734,44.46756959512545,43.88035244487032,43.90876507073774,2388600
2019-02-06,43.435203552246094,44.0697763054179,43.340488774385065,44.0697763054179,3748900
2019-02-07,43.01846694946289,43.178533663940264,42.55437717056261,43.04688319010945,2341500
2019-02-08,43.31208038330078,43.31208038330078,42.6775075680699,42.715389869919726,2600400
2019-02-11,42.86690902709961,43.58672660647174,42.8384964113079,43.49201186550281,2061100
2019-02-12,43.35942840576172,43.51096842572204,43.25524396460167,43.2741869187216,2442900
2019-02-13,43.387840270996094,43.72880257179676,43.34995436657423,43.53938027568485,3620700
2019-02-14,43.54886245727539,43.74586488127123,42.98058817967187,43.16054085787971,2103300
2019-02-15,43.73828125,43.85193536428737,43.5109694084261,43.85193536428737,2283500
2019-02-19,43.785640716552734,43.946654038001604,43.548859183186345,43.61515772348898,4218800
2019-02-20,43.63409423828125,43.92770459699147,43.397312739869484,43.8329898298274,3566300
2019-02-21,43.22684097290039,43.55644049943943,43.06583124649908,43.529921080361575,2631200
2019-02-22,43.63409423828125,43.65303719171407,43.302601585704345,43.40678602308536,4005400
2019-02-25,43.681461334228516,43.95139216907913,43.64357903037221,43.889830263937725,2410800
2019-02-26,43.681461334228516,43.884147015109306,43.425736814949005,43.54886423823171,4704600
2019-02-27,43.463623046875,43.64357934674651,43.15107326304539,43.48256600544042,4009800
2019-02-28,43.49202346801758,43.63409381087259,43.38784264465599,43.42572493815161,2374200
2019-03-01,43.83299255371094,43.85193550832091,43.57726808597504,43.77616730288018,7114200
2019-03-04,43.88983154296875,44.16449902868068,43.32629025555978,44.050841274799886,2906600
2019-03-05,44.16448974609375,44.2876135340862,43.68145342612596,43.89929198911172,2805900
2019-03-06,44.14554977416992,44.333078899229996,44.01295269321846,44.24026094256397,6131600
2019-03-07,43.757225036621094,44.08871771501248,43.539386474678295,44.08871771501248,3377700
2019-03-08,43.72880935668945,43.75722559591422,43.15106548310836,43.28366255615973,2566500
2019-03-11,44.51493453979492,44.52440421274297,43.842475757483975,43.842475757483975,3594000
2019-03-12,44.71381759643555,44.84641465836626,44.58122053450484,44.600163488066215,8112500
2019-03-13,44.8464241027832,45.016907107739485,44.704357340652784,44.874840345609066,3486900
2019-03-14,44.64752960205078,44.79906965330552,44.51493250882786,44.70435847614624,3539800
2019-03-15,44.61241912841797,44.745250080946974,44.36288514500763,44.70729734611811,6868900
2019-03-18,44.23290252685547,44.4701017092894,44.13327930455789,44.42266259667707,2807200
2019-03-19,44.308799743652344,44.65985345479613,44.13327107839465,44.40367795119231,3570800
